date,nav,div
2021-08-17,19665,0
2021-08-18,19592,0
2021-08-19,19511,0
2021-08-20,19425,0
2021-08-23,19558,0
2021-08-24,19730,0
2021-08-25,19786,0
2021-08-26,19871,0
2021-08-27,19736,0
2021-08-30,19870,0
2021-08-31,19965,0
2021-09-01,19972,0
2021-09-02,19993,0
2021-09-03,20060,0
2021-09-06,20021,0
2021-09-07,20048,0
2021-09-08,20046,0
2021-09-09,19950,0
2021-09-10,19800,0
2021-09-13,19709,0
2021-09-14,19758,0
2021-09-15,19598,0
2021-09-16,19653,0
2021-09-17,19699,0
2021-09-21,19130,0
2021-09-22,19112,0
2021-09-24,19735,0
2021-09-27,19758,0
2021-09-28,19748,0
2021-09-29,19443,0
2021-09-30,19498,0
2021-10-01,19256,0
2021-10-04,19329,0
2021-10-05,19111,0
2021-10-06,19430,0
2021-10-07,19400,0
2021-10-08,19666,0
2021-10-11,19738,0
2021-10-12,19841,0
2021-10-13,19812,0
2021-10-14,19915,0
2021-10-15,20306,0
2021-10-18,20517,0
2021-10-19,20559,0
2021-10-20,20786,0
2021-10-21,20803,0
2021-10-22,20787,0
2021-10-25,20731,0
2021-10-26,20815,0
2021-10-27,20916,0
2021-10-28,20755,0
2021-10-29,20923,0
2021-11-01,20968,0
2021-11-02,21059,0
2021-11-04,21241,0
2021-11-05,21229,0
2021-11-08,21260,0
2021-11-09,21231,0
2021-11-10,21103,0
2021-11-11,21123,0
2021-11-12,21187,0
2021-11-15,21291,0
2021-11-16,21326,0
2021-11-17,21494,0
2021-11-18,21314,0
2021-11-19,21391,0
2021-11-22,21260,0
2021-11-24,21337,0
2021-11-25,21401,0
2021-11-26,21342,0
2021-11-29,20627,0
2021-11-30,20842,0
2021-12-01,20405,0
2021-12-02,20203,0
2021-12-03,20406,0
2021-12-06,20219,0
2021-12-07,20528,0
2021-12-08,20988,0
2021-12-09,21106,0
2021-12-10,20878,0
2021-12-13,21015,0
2021-12-14,20848,0
2021-12-15,20710,0
2021-12-16,21060,0
2021-12-17,20906,0
2021-12-20,20666,0
2021-12-21,20436,0
2021-12-22,20896,0
2021-12-23,21128,0
2021-12-24,21325,0
2021-12-27,21303,0
2021-12-28,21647,0
2021-12-29,21626,0
2021-12-30,21689,0
2022-01-04,21770,0
2022-01-05,21927,0
2022-01-06,21555,0
2022-01-07,21460,0
2022-01-11,21212,0
2022-01-12,21431,0
2022-01-13,21410,0
2022-01-14,21071,0
2022-01-17,21063,0
2022-01-18,21144,0
2022-01-19,20797,0
2022-01-20,20589,0
2022-01-21,20340,0
2022-01-24,19968,0
2022-01-25,19876,0
2022-01-26,19660,0
2022-01-27,19802,0
2022-01-28,19838,0
2022-01-31,20168,0
2022-02-01,20499,0
2022-02-02,20611,0
2022-02-03,20717,0
2022-02-04,20405,0
2022-02-07,20513,0
2022-02-08,20503,0
2022-02-09,20677,0
2022-02-10,21009,0
2022-02-14,20349,0
2022-02-15,20197,0
2022-02-16,20569,0
2022-02-17,20552,0
2022-02-18,20087,0
2022-02-21,19938,0
2022-02-22,19835,0
2022-02-24,19405,0
2022-02-25,19567,0
2022-02-28,20030,0
2022-03-01,19973,0
2022-03-02,19571,0
2022-03-03,19982,0
2022-03-04,19745,0
2022-03-07,19372,0
2022-03-08,18940,0
2022-03-09,18892,0
2022-03-10,19520,0
2022-03-11,19445,0
2022-03-14,19453,0
2022-03-15,19469,0
2022-03-16,19791,0
2022-03-17,20422,0
2022-03-18,20645,0
2022-03-22,21066,0
2022-03-23,21518,0
2022-03-24,21262,0
2022-03-25,21670,0
2022-03-28,21755,0
2022-03-29,22238,0
2022-03-30,22267,0
2022-03-31,22155,0
2022-04-01,21783,0
2022-04-04,21894,0
2022-04-05,22088,0
2022-04-06,22080,0
2022-04-07,21789,0
2022-04-08,21854,0
2022-04-11,22007,0
2022-04-12,21863,0
2022-04-13,21779,0
2022-04-14,22005,0
2022-04-15,21924,0
2022-04-18,21972,0
2022-04-19,22061,0
2022-04-20,22692,0
2022-04-21,22529,0
2022-04-22,22311,0
2022-04-25,21753,0
2022-04-26,21538,0
2022-04-27,20988,0
2022-04-28,21204,0
2022-05-02,21279,0
2022-05-06,21288,0
2022-05-09,21112,0
2022-05-10,20326,0
2022-05-11,20421,0
2022-05-12,20127,0
2022-05-13,19901,0
2022-05-16,20527,0
2022-05-17,20423,0
2022-05-18,20843,0
2022-05-19,19996,0
2022-05-20,19818,0
2022-05-23,19863,0
2022-05-24,20215,0
2022-05-25,19907,0
2022-05-26,20168,0
2022-05-27,20441,0
2022-05-30,20894,0
2022-05-31,21142,0
2022-06-01,21108,0
2022-06-02,21116,0
2022-06-03,21468,0
2022-06-06,21327,0
2022-06-07,21632,0
2022-06-08,21879,0
2022-06-09,21954,0
2022-06-10,21402,0
2022-06-13,20865,0
2022-06-14,19976,0
2022-06-15,19976,0
2022-06-16,20180,0
2022-06-17,19421,0
2022-06-20,19730,0
2022-06-21,19791,0
2022-06-22,20352,0
2022-06-23,20265,0
2022-06-24,20214,0
2022-06-27,20718,0
2022-06-28,20863,0
2022-06-29,20638,0
2022-06-30,20645,0
2022-07-01,20330,0
2022-07-04,20323,0
2022-07-05,20535,0
2022-07-06,20352,0
2022-07-07,20444,0
2022-07-08,20812,0
2022-07-11,20869,0
2022-07-12,20710,0
2022-07-13,20538,0
2022-07-14,20580,0
2022-07-15,20582,0
2022-07-19,20825,0
2022-07-20,21362,0
2022-07-21,21509,0
2022-07-22,21514,0
2022-07-25,21229,0
2022-07-26,21261,0
2022-07-27,21111,0
2022-07-28,21474,0
2022-07-29,21456,0
2022-08-01,21475,0
2022-08-02,21131,0
2022-08-03,21417,0
2022-08-04,21696,0
2022-08-05,21625,0
2022-08-08,21923,0
2022-08-09,21886,0
2022-08-10,21837,0
2022-08-12,21988,0
2022-08-15,22219,0
2022-08-16,22273,0
2022-08-17,22515,0
2022-08-18,22439,0
2022-08-19,22681,0
2022-08-22,22535,0
2022-08-23,22110,0
2022-08-24,22001,0
2022-08-25,22083,0
2022-08-26,22310,0
2022-08-29,21894,0
2022-08-30,21805,0
2022-08-31,21601,0
2022-09-01,21549,0
2022-09-02,21564,0
2022-09-05,21507,0
2022-09-06,21496,0
2022-09-07,21814,0
2022-09-08,22343,0
2022-09-09,22428,0
2022-09-12,22648,0
2022-09-13,22902,0
2022-09-14,22307,0
2022-09-15,22139,0
2022-09-16,21891,0
2022-09-20,21835,0
2022-09-21,21642,0
2022-09-22,21418,0
2022-09-26,20642,0
2022-09-27,20519,0
2022-09-28,20487,0
2022-09-29,20808,0
2022-09-30,20538,0
2022-10-03,20329,0
2022-10-04,20771,0
2022-10-05,21364,0
2022-10-06,21392,0
2022-10-07,21175,0
2022-10-11,20589,0
2022-10-12,20480,0
2022-10-13,20532,0
2022-10-14,21055,0
2022-10-17,20831,0
2022-10-18,21410,0
2022-10-19,21695,0
2022-10-20,21615,0
2022-10-21,21539,0
2022-10-24,21767,0
2022-10-25,22014,0
2022-10-26,22265,0
2022-10-27,21922,0
2022-10-28,21876,0
2022-10-31,22504,0
2022-11-01,22442,0
2022-11-02,22251,0
2022-11-04,21620,0
2022-11-07,21824,0
2022-11-08,21975,0
2022-11-09,22007,0
2022-11-10,21701,0
2022-11-11,22133,0
2022-11-14,22051,0
2022-11-15,22025,0
2022-11-16,22085,0
2022-11-17,21908,0
2022-11-18,21950,0
2022-11-21,22051,0
2022-11-22,22216,0
2022-11-24,22232,0
2022-11-25,22233,0
2022-11-28,22216,0
2022-11-29,21871,0
2022-11-30,21838,0
2022-12-01,22161,0
2022-12-02,21986,0
2022-12-05,21827,0
2022-12-06,21769,0
2022-12-07,21593,0
2022-12-08,21430,0
2022-12-09,21640,0
2022-12-12,21511,0
2022-12-13,21900,0
2022-12-14,21749,0
2022-12-15,21675,0
2022-12-16,21455,0
2022-12-19,20973,0
2022-12-20,20571,0
2022-12-21,20162,0
2022-12-22,20538,0
2022-12-23,20339,0
2022-12-26,20365,0
2022-12-27,20525,0
2022-12-28,20574,0
2022-12-29,20409,0
2022-12-30,20498,0
2023-01-04,20128,0
2023-01-05,20538,0
2023-01-06,20552,0
2023-01-10,20787,0
2023-01-11,20960,0
2023-01-12,21131,0
2023-01-13,20834,0
2023-01-16,20711,0
2023-01-17,20817,0
2023-01-18,21213,0
2023-01-19,20566,0
2023-01-20,20440,0
2023-01-23,20877,0
2023-01-24,21275,0
2023-01-25,21253,0
2023-01-26,21075,0
2023-01-27,21318,0
2023-01-30,21456,0
2023-01-31,21273,0
2023-02-01,21415,0
2023-02-02,21419,0
2023-02-03,21692,0
2023-02-06,22094,0
2023-02-07,21955,0
2023-02-08,21901,0
2023-02-09,21841,0
2023-02-10,21738,0
2023-02-13,21717,0
2023-02-14,22060,0
2023-02-15,22155,0
2023-02-16,22424,0
2023-02-17,22231,0
2023-02-20,22179,0
2023-02-21,22170,0
2023-02-22,21898,0
2023-02-24,21797,0
2023-02-27,21884,0
2023-02-28,22018,0
2023-03-01,21938,0
2023-03-02,21854,0
2023-03-03,22070,0
2023-03-06,22267,0
2023-03-07,22326,0
2023-03-08,22163,0
2023-03-09,22141,0
2023-03-10,21672,0
2023-03-13,21121,0
2023-03-14,20831,0
2023-03-15,21379,0
2023-03-16,20859,0
2023-03-17,21234,0
2023-03-20,20909,0
2023-03-22,21366,0
2023-03-23,20898,0
2023-03-24,20876,0
2023-03-27,20868,0
2023-03-28,20975,0
2023-03-29,21075,0
2023-03-30,21562,0
2023-03-31,21911,0
2023-04-03,22080,0
2023-04-04,22104,0
2023-04-05,21855,0
2023-04-06,21704,0
2023-04-07,21886,0
2023-04-10,22020,0
2023-04-11,22172,0
2023-04-12,22286,0
2023-04-13,22188,0
2023-04-14,22343,0
2023-04-17,22515,0
2023-04-18,22648,0
2023-04-19,22649,0
2023-04-20,22756,0
2023-04-21,22559,0
2023-04-24,22554,0
2023-04-25,22635,0
2023-04-26,22202,0
2023-04-27,22114,0
2023-04-28,22510,0
2023-05-01,23122,0
2023-05-02,23246,0
2023-05-08,22722,0
2023-05-09,22786,0
2023-05-10,22657,0
2023-05-11,22561,0
2023-05-12,22568,0
2023-05-15,22758,0
2023-05-16,22863,0
2023-05-17,22774,0
2023-05-18,23145,0
2023-05-19,23440,0
2023-05-22,23353,0
2023-05-23,23497,0
2023-05-24,23266,0
2023-05-25,23180,0
2023-05-26,23322,0
2023-05-29,23770,0
2023-05-30,23685,0
2023-05-31,23558,0
2023-06-01,23274,0
2023-06-02,23498,0
2023-06-05,24023,0
2023-06-06,23887,0
2023-06-07,23934,0
2023-06-08,23931,0
2023-06-09,23936,0
2023-06-12,23983,0
2023-06-13,24215,0
2023-06-14,24462,0
2023-06-15,24571,0
2023-06-16,24847,0
2023-06-19,25094,0
2023-06-20,25088,0
2023-06-21,24858,0
2023-06-22,24817,0
2023-06-23,25045,0
2023-06-26,24888,0
2023-06-27,24830,0
2023-06-28,25124,0
2023-06-29,25221,0
2023-06-30,25409,0
2023-07-03,25635,0
2023-07-04,25676,0
2023-07-05,25677,0
2023-07-06,25550,0
2023-07-07,25207,0
2023-07-10,24919,0
2023-07-11,24810,0
2023-07-12,24728,0
2023-07-13,24782,0
2023-07-14,24938,0
2023-07-18,25118,0
2023-07-19,25306,0
2023-07-20,25492,0
2023-07-21,25402,0
2023-07-24,25733,0
2023-07-25,25735,0
2023-07-26,25728,0
2023-07-27,25583,0
2023-07-28,25321,0
2023-07-31,25792,0
2023-08-01,26106,0
2023-08-02,26140,0
2023-08-03,25770,0
2023-08-04,25591,0
2023-08-07,25319,0
2023-08-08,25726,0
2023-08-09,25672,0
2023-08-10,25657,0
2023-08-14,25820,0
2023-08-15,25997,0
2023-08-16,25718,0
2023-08-17,25678,0
2023-08-18,25352,0
2023-08-21,25256,0
2023-08-22,25554,0
2023-08-23,25413,0
2023-08-24,25523,0
2023-08-25,25434,0
2023-08-28,25624,0
2023-08-29,25806,0
2023-08-30,26105,0
2023-08-31,26244,0
2023-09-01,26094,0
2023-09-04,26212,0
2023-09-05,26272,0
2023-09-06,26358,0
2023-09-07,26199,0
2023-09-08,25956,0
2023-09-11,25988,0
2023-09-12,26121,0
2023-09-13,26115,0
2023-09-14,26087,0
2023-09-15,26377,0
2023-09-19,26151,0
2023-09-20,26110,0
2023-09-21,26048,0
2023-09-22,25505,0
2023-09-25,25596,0
2023-09-26,25691,0
2023-09-27,25367,0
2023-09-28,25445,0
2023-09-29,25608,0
2023-10-02,25615,0
2023-10-03,25514,0
2023-10-04,25066,0
2023-10-05,25157,0
2023-10-06,25151,0
2023-10-10,25541,0
2023-10-11,25787,0
2023-10-12,25995,0
2023-10-13,25932,0
2023-10-16,25707,0
2023-10-17,25955,0
2023-10-18,26000,0
2023-10-19,25656,0
2023-10-20,25445,0
2023-10-23,25115,0
2023-10-24,25083,0
2023-10-25,25246,0
2023-10-26,24980,0
2023-10-27,24749,0
2023-10-30,24539,0
2023-10-31,24742,0
2023-11-01,25191,0
2023-11-02,25314,0
2023-11-06,25918,0
2023-11-07,26004,0
2023-11-08,26132,0
2023-11-09,26231,0
2023-11-10,26156,0
2023-11-13,26468,0
2023-11-14,26517,0
2023-11-15,26890,0
2023-11-16,27074,0
2023-11-17,26955,0
2023-11-20,26924,0
2023-11-21,26796,0
2023-11-22,26765,0
2023-11-24,27103,0
2023-11-27,27125,0
2023-11-28,26831,0
2023-11-29,26652,0
2023-11-30,26683,0
2023-12-01,26910,0
2023-12-04,26827,0
2023-12-05,26831,0
2023-12-06,26818,0
2023-12-07,26740,0
2023-12-08,26189,0
2023-12-11,26697,0
2023-12-12,26876,0
2023-12-13,26926,0
2023-12-14,26699,0
2023-12-15,26877,0
2023-12-18,26783,0
2023-12-19,26966,0
2023-12-20,27409,0
2023-12-21,26990,0
2023-12-22,27015,0
2023-12-25,27034,0
2023-12-26,27056,0
2023-12-27,27257,0
2023-12-28,27176,0
2023-12-29,27156,0
2024-01-04,26955,0
2024-01-05,27234,0
2024-01-09,27382,0
2024-01-10,27461,0
2024-01-11,27765,0
2024-01-12,27657,0
2024-01-15,27669,0
2024-01-16,27765,0
2024-01-17,27917,0
2024-01-18,27878,0
2024-01-19,28082,0
2024-01-22,28369,0
2024-01-23,28446,0
2024-01-24,28495,0
2024-01-25,28513,0
2024-01-26,28601,0
2024-01-29,28758,0
2024-01-30,28790,0
2024-01-31,28813,0
2024-02-01,28300,0
2024-02-02,28511,0
2024-02-05,29124,0
2024-02-06,29000,0
2024-02-07,28954,0
2024-02-08,29185,0
2024-02-09,29474,0
2024-02-13,29592,0
2024-02-14,29421,0
2024-02-15,29665,0
2024-02-16,29835,0
2024-02-19,29738,0
2024-02-20,29802,0
2024-02-21,29629,0
2024-02-22,29726,0
2024-02-26,30245,0
2024-02-27,30221,0
2024-02-28,30241,0
2024-02-29,30201,0
2024-03-01,30246,0
2024-03-04,30457,0
2024-03-05,30499,0
2024-03-06,30156,0
2024-03-07,30141,0
2024-03-08,30258,0
2024-03-11,29894,0
2024-03-12,29836,0
2024-03-13,30284,0
2024-03-14,30310,0
2024-03-15,30365,0
2024-03-18,30340,0
2024-03-19,30453,0
2024-03-21,31172,0
2024-03-22,31445,0
2024-03-25,31324,0
2024-03-26,31263,0
2024-03-27,31252,0
2024-03-28,31452,0
2024-03-29,31457,0
2024-04-01,31470,0
2024-04-02,31447,0
2024-04-03,31212,0
2024-04-04,31330,0
2024-04-05,30898,0
2024-04-08,31260,0
2024-04-09,31347,0
2024-04-10,31328,0
2024-04-11,31266,0
2024-04-12,31429,0
2024-04-15,31090,0
2024-04-16,30966,0
2024-04-17,30885,0
2024-04-18,30705,0
2024-04-19,30721,0
2024-04-22,30524,0
2024-04-23,30803,0
2024-04-24,31205,0
2024-04-25,31316,0
2024-04-26,31243,0
2024-04-30,31872,0
2024-05-01,31607,0
2024-05-02,31188,0
2024-05-07,31682,0
2024-05-08,31935,0
2024-05-09,32092,0
2024-05-10,32274,0
2024-05-13,32417,0
2024-05-14,32505,0
2024-05-15,32692,0
2024-05-16,32541,0
2024-05-17,32815,0
2024-05-20,32929,0
2024-05-21,33091,0
2024-05-22,33094,0
2024-05-23,33093,0
2024-05-24,32936,0
2024-05-27,33058,0
2024-05-28,33117,0
2024-05-29,33159,0
2024-05-30,32888,0
2024-05-31,32622,0
2024-06-03,32952,0
2024-06-04,32873,0
2024-06-05,32599,0
2024-06-06,33068,0
2024-06-07,33123,0
2024-06-10,33252,0
2024-06-11,33367,0
2024-06-12,33325,0
2024-06-13,33584,0
2024-06-14,33601,0
2024-06-17,33550,0
2024-06-18,33817,0
2024-06-19,33984,0
2024-06-20,34018,0
2024-06-21,34184,0
2024-06-24,34260,0
2024-06-25,34193,0
2024-06-26,34323,0
2024-06-27,34522,0
2024-06-28,34606,0
2024-07-01,34550,0
2024-07-02,34729,0
2024-07-03,34868,0
2024-07-04,35070,0
2024-07-05,35065,0
2024-07-08,35106,0
2024-07-09,35161,0
2024-07-10,35252,0
2024-07-11,35653,0
2024-07-12,34925,0
2024-07-16,35044,0
2024-07-17,35236,0
2024-07-18,34237,0
2024-07-19,34328,0
2024-07-22,34112,0
2024-07-23,34271,0
2024-07-24,34025,0
2024-07-25,32814,0
2024-07-26,32810,0
2024-07-29,33085,0
2024-07-30,33136,0
2024-07-31,32680,0
2024-08-01,32547,0
2024-08-02,32048,0
2024-08-05,30617,0
2024-08-06,29710,0
2024-08-07,30346,0
2024-08-08,30077,0
2024-08-09,30943,0
2024-08-13,31043,0
2024-08-14,31482,0
2024-08-15,31674,0
2024-08-16,32529,0
2024-08-19,32386,0
2024-08-20,32378,0
2024-08-21,32136,0
2024-08-22,32242,0
2024-08-23,32209,0
2024-08-26,31992,0
2024-08-27,32188,0
2024-08-28,32118,0
2024-08-29,32007,0
2024-08-30,32097,0
2024-09-02,32666,0
2024-09-03,32874,0
2024-09-04,31866,0
2024-09-05,31420,0
2024-09-06,31226,0
2024-09-09,30625,0
2024-09-10,31086,0
2024-09-11,30850,0
2024-09-12,31268,0
2024-09-13,31276,0
2024-09-17,31343,0
2024-09-18,31564,0
2024-09-19,31888,0
2024-09-20,32255,0
2024-09-24,32427,0
2024-09-25,32493,0
2024-09-26,32687,0
2024-09-27,33107,0
2024-09-30,32475,0
2024-10-01,32820,0
2024-10-02,32493,0
2024-10-03,33214,0
2024-10-04,33020,0
2024-10-07,33643,0
2024-10-08,33290,0
2024-10-09,33552,0
2024-10-10,34018,0
2024-10-11,33794,0
2024-10-15,34455,0
2024-10-16,34095,0
2024-10-17,34279,0
2024-10-18,34432,0
2024-10-21,34417,0
2024-10-22,34596,0
2024-10-23,34687,0
2024-10-24,34724,0
2024-10-25,34666,0
2024-10-28,34926,0
2024-10-29,34922,0
2024-10-30,35019,0
2024-10-31,34937,0
2024-11-01,34023,0
2024-11-05,34202,0
2024-11-06,34631,0
2024-11-07,35635,0
2024-11-08,35606,0
2024-11-11,35639,0
2024-11-12,35884,0
2024-11-13,35931,0
2024-11-14,36080,0
2024-11-15,36185,0
2024-11-18,35210,0
2024-11-19,35399,0
2024-11-20,35623,0
2024-11-21,35647,0
2024-11-22,35681,0
2024-11-25,35806,0
2024-11-26,35850,0
2024-11-27,35676,0
2024-11-28,35349,0
2024-11-29,35145,0
2024-12-02,35197,0
2024-12-03,35213,0
2024-12-04,35238,0
2024-12-05,35586,0
2024-12-06,35508,0
2024-12-09,35524,0
2024-12-10,35742,0
2024-12-11,35663,0
2024-12-12,36040,0
2024-12-13,35983,0
2024-12-16,36174,0
2024-12-17,36362,0
2024-12-18,36080,0
2024-12-19,35383,0
2024-12-20,35926,0
2024-12-23,35954,0
2024-12-24,36325,0
2024-12-25,36647,0
2024-12-26,36657,0
2024-12-27,36819,0
2024-12-30,36542,0
2025-01-06,36280,0
2025-01-07,36672,0
2025-01-08,36301,0
2025-01-09,36404,0
2025-01-10,36362,0
2025-01-14,35688,0
2025-01-15,35882,0
2025-01-16,36111,0
2025-01-17,35854,0
2025-01-20,36362,0
2025-01-21,36434,0
2025-01-22,36638,0
2025-01-23,37043,0
2025-01-24,37188,0
2025-01-27,36978,0
2025-01-28,36408,0
2025-01-29,36819,0
2025-01-30,36504,0
2025-01-31,36620,0
2025-02-03,36671,0
2025-02-04,36372,0
2025-02-05,36341,0
2025-02-06,36161,0
2025-02-07,36016,0
2025-02-10,35849,0
2025-02-12,36432,0
2025-02-13,36686,0
2025-02-14,36710,0
2025-02-17,36505,0
2025-02-18,36470,0
2025-02-19,36661,0
2025-02-20,36397,0
2025-02-21,35975,0
2025-02-25,35406,0
2025-02-26,34991,0
2025-02-27,35114,0
2025-02-28,34689,0
2025-03-03,35336,0
2025-03-04,34644,0
2025-03-05,34396,0
2025-03-06,34740,0
2025-03-07,33956,0
2025-03-10,33933,0
2025-03-11,32927,0
2025-03-12,32990,0
2025-03-13,33230,0
2025-03-14,32819,0
2025-03-17,33577,0
2025-03-18,34010,0
2025-03-19,33799,0
2025-03-21,33843,0
2025-03-24,33986,0
2025-03-25,34720,0
2025-03-26,34630,0
2025-03-27,34341,0
2025-03-28,34353,0
2025-03-31,33440,0
2025-04-01,33524,0
2025-04-02,33709,0
2025-04-03,33486,0
2025-04-04,31739,0
2025-04-07,29806,0
2025-04-08,29840,0
2025-04-09,29154,0
2025-04-10,31481,0
2025-04-11,30272,0
2025-04-14,30676,0
2025-04-15,31114,0
2025-04-16,31020,0
2025-04-17,30446,0
2025-04-18,30473,0
2025-04-21,30260,0
2025-04-22,29660,0
2025-04-23,30468,0
2025-04-24,31133,0
2025-04-25,31705,0
2025-04-28,32032,0
2025-04-30,32026,0
2025-05-01,32185,0
2025-05-02,32969,0
2025-05-07,32486,0
2025-05-08,32694,0
2025-05-09,33314,0
2025-05-12,33377,0
2025-05-13,34673,0
2025-05-14,34824,0
2025-05-15,34596,0
2025-05-16,34480,0
2025-05-19,34663,0
2025-05-20,34814,0
2025-05-21,34561,0
2025-05-22,33925,0
2025-05-23,33988,0
2025-05-26,33550,0
2025-05-27,33540,0
2025-05-28,34455,0
2025-05-29,34686,0
2025-05-30,34331,0
2025-06-02,34302,0
2025-06-03,34263,0
2025-06-04,34687,0
2025-06-05,34451,0
2025-06-06,34596,0
2025-06-09,35131,0
2025-06-10,35110,0
2025-06-11,35309,0
2025-06-12,35080,0
2025-06-13,34931,0
2025-06-16,34879,0
2025-06-17,35341,0
2025-06-18,35085,0
2025-06-19,34949,0
2025-06-20,35018,0
2025-06-23,35206,0
2025-06-24,35326,0
2025-06-25,35583,0
2025-06-26,35490,0
2025-06-27,35690,0
2025-06-30,35961,0
2025-07-01,35871,0
2025-07-02,35815,0
2025-07-03,35967,0
2025-07-04,36464,0
2025-07-07,36377,0
2025-07-08,36581,0
2025-07-09,36767,0
2025-07-10,36748,0
2025-07-11,37012,0
2025-07-14,36949,0
2025-07-15,37159,0
2025-07-16,37325,0
2025-07-17,37250,0
2025-07-18,37530,0
2025-07-22,37300,0
2025-07-23,37085,0
2025-07-24,37401,0
2025-07-25,37656,0
2025-07-28,37844,0
2025-07-29,37938,0
2025-07-30,37785,0
2025-07-31,37951,0
2025-08-01,38135,0
2025-08-04,36808,0
2025-08-05,37142,0
2025-08-06,37208,0
2025-08-07,37490,0
2025-08-08,37438,0
2025-08-12,37858,0
2025-08-13,38086,0
2025-08-14,37946,0
2025-08-15,38192,0
2025-08-18,38113,0
2025-08-19,38193,0
2025-08-20,37984,0
2025-08-21,37879,0
2025-08-22,38025,0
2025-08-25,38295,0
2025-08-26,38041,0
2025-08-27,38209,0
2025-08-28,38260,0
2025-08-29,38258,0
2025-09-01,38141,0
2025-09-02,38169,0
2025-09-03,38207,0
2025-09-04,38204,0
2025-09-05,38562,0
2025-09-08,38571,0
2025-09-09,38431,0
2025-09-10,38520,0
2025-09-11,38622,0
2025-09-12,38877,0
2025-09-16,39112,0
2025-09-17,38801,0
2025-09-18,38857,0
2025-09-19,39320,0
2025-09-22,39506,0
2025-09-24,39395,0
2025-09-25,39488,0
2025-09-26,39509,0
2025-09-29,39623,0
2025-09-30,39655,0
2025-10-01,39619,0
2025-10-02,39531,0
2025-10-03,39668,0
2025-10-06,40346,0
2025-10-07,40651,0
2025-10-08,40957,0
2025-10-09,41310,0
2025-10-10,41234,0
2025-10-14,40599,0
2025-10-15,40354,0
2025-10-16,40314,0
2025-10-17,40035,0
2025-10-20,40312,0
2025-10-21,40616,0
2025-10-22,40902,0
2025-10-23,40850,0
2025-10-24,41205,0
2025-10-27,41570,0
2025-10-28,41892,0
2025-10-29,41689,0
2025-10-30,41967,0
2025-10-31,41949,0
2025-11-04,42123,0
2025-11-05,41407,0
2025-11-06,41730,0
2025-11-07,41118,0
2025-11-10,41327,0
2025-11-11,42063,0
2025-11-12,42217,0
2025-11-13,42517,0
2025-11-14,41822,0
2025-11-17,41711,0
2025-11-18,41511,0
2025-11-19,41171,0
2025-11-20,41712,0
2025-11-21,41266,0
2025-11-25,41919,0
2025-11-26,42185,0
2025-11-27,42417,0
2025-11-28,42616,0
2025-12-01,42632,0
2025-12-02,42383,0
2025-12-03,42546,0
2025-12-04,42550,0
2025-12-05,42580,0
2025-12-08,42683,0
2025-12-09,42766,0
2025-12-10,42955,0
2025-12-11,42967,0
2025-12-12,43066,0
2025-12-15,42754,0
2025-12-16,42495,0
2025-12-17,42257,0
2025-12-18,42101,0
2025-12-19,42503,0
2025-12-22,43331,0
2025-12-23,43362,0
2025-12-24,43425,0
2025-12-25,43433,0
2025-12-26,43596,0
2025-12-29,43575,0
2025-12-30,43473,0
2026-01-05,43502,0
2026-01-06,43663,0
2026-01-07,43890,0
2026-01-08,43791,0
2026-01-09,43845,0
2026-01-13,44554,0
2026-01-14,44743,0
2026-01-15,44392,0
2026-01-16,44546,0
2026-01-19,44210,0
2026-01-20,44298,0
2026-01-21,43593,0
2026-01-22,43959,0
2026-01-23,44382,0
2026-01-26,43436,0
2026-01-27,43466,0
2026-01-28,43254,0
2026-01-29,43375,0
2026-01-30,43420,0
2026-02-02,43648,0
2026-02-03,43955,0
2026-02-04,43822,0
2026-02-05,43873,0
2026-02-06,43309,0
2026-02-09,44126,0
2026-02-10,44243,0
2026-02-12,43352,0
2026-02-13,42641,0
2026-02-16,42716,0
2026-02-17,42777,0
2026-02-18,42829,0
2026-02-19,43511,0
2026-02-20,43504,0
2026-02-24,43329,0
2026-02-25,43872,0
2026-02-26,44347,0
2026-02-27,44068,0
2026-03-02,44122,0
2026-03-03,44256,0
2026-03-04,43618,0
2026-03-05,43710,0
2026-03-06,43620,0
2026-03-09,43363,0
2026-03-10,43386,0
2026-03-11,43622,0
2026-03-12,43743,0
2026-03-13,43178,0
2026-03-16,42917,0
2026-03-17,43326,0
2026-03-18,43456,0
2026-03-19,43058,0
2026-03-23,42045,0
2026-03-24,42222,0
2026-03-25,42212,0
2026-03-26,42709,0
2026-03-27,42023,0
2026-03-30,41495,0
2026-03-31,41379,0
2026-04-01,42191,0
2026-04-02,42609,0
2026-04-03,42859,0
2026-04-06,42855,0
2026-04-07,43055,0
2026-04-08,42817,0
2026-04-09,44010,0
2026-04-10,44327,0
2026-04-13,44479,0
2026-04-14,44718,0
2026-04-15,45158,0
2026-04-16,45404,0
2026-04-17,45622,0
2026-04-20,46043,0
2026-04-21,45955,0
2026-04-22,45670,0
2026-04-23,46016,0
2026-04-24,45972,0
2026-04-27,46147,0
2026-04-28,46157,0
2026-04-30,46066,0
2026-05-01,45695,0
2026-05-07,46417,0
2026-05-08,46363,0
2026-05-11,46587,0
2026-05-12,46794,0
2026-05-13,46763,0
2026-05-14,47044,0
2026-05-15,47553,0
2026-05-18,47047,0
2026-05-19,47109,0
2026-05-20,46869,0
2026-05-21,47392,0
2026-05-22,47549,0
2026-05-25,47711,0
2026-05-26,47841,0
